Lagen, NN, 
., MAD, 
Många, PN, 
säger, VB, 
att, SN, 
ETA, PM, 
är, VB, 
svagare, JJ, 
än, KN, 
någonsin, AB, 
tidigare, AB, 
., MAD, 
–, MID, 
Det, PN, 
är, VB, 
ett, DT, 
allvarligt, JJ, 
hot, NN, 
mot, PP, 
barnens, NN, 
hälsa, NN, 
,, MID, 
säger, VB, 
Bengt, PM, 
Fransson, PM, 
på, PP, 
Sveriges, PM, 
Tandläkarförbund, NN, 
., MAD, 
De, PN, 
som, HP, 
röstar, VB, 
på, PP, 
Janukovitj, PM, 
kanske, AB, 
vägrar, VB, 
att, IE, 
ha, VB, 
Jusjtjenko, PM, 
som, KN, 
president, NN, 
och, KN, 
vill, VB, 
skapa, VB, 
ett, DT, 
eget, JJ, 
land, NN, 
., MAD, 
Matchen, NN, 
spelades, VB, 
i, PP, 
Umeå, PM, 
., MAD, 
Partiet, NN, 
Fi, PM, 
har, VB, 
ännu, AB, 
inte, AB, 
något, DT, 
politiskt, JJ, 
program, NN, 
., MAD, 
Den, PN, 
som, HP, 
öppnar, VB, 
det, PN, 
får, VB, 
virus, NN, 
i, PP, 
sin, PS, 
dator, NN, 
., MAD, 
Men, KN, 
21-åringen, NN, 
sade, VB, 
att, SN, 
han, PN, 
inte, AB, 
velat, VB, 
döda, VB, 
honom, PN, 
., MAD, 
Pengarna, NN, 
får, VB, 
de, PN, 
tillbaka, PL, 
när, HA, 
de, PN, 
blir, VB, 
pensionärer, NN, 
., MAD, 
På, PP, 
listan, NN, 
finns, VB, 
också, AB, 
namn, NN, 
på, PP, 
kvinnor, NN, 
som, HP, 
har, VB, 
blivit, VB, 
misshandlade, PC, 
., MAD, 
Det, PN, 
är, VB, 
förbjudet, PC, 
att, IE, 
köpa, VB, 
sex, RG, 
., MAD, 
Rutkowski, PM, 
åker, VB, 
runt, PL, 
i, PP, 
många, JJ, 
länder, NN, 
och, KN, 
griper, VB, 
brottslingar, NN, 
., MAD, 
Sverige, PM, 
var, VB, 
chanslöst, JJ, 
mot, PP, 
Kanada, PM, 
i, PP, 
damernas, NN, 
världsmästerskap, NN, 
i, PP, 
ishockey, NN, 
., MAD, 
Det, PN, 
är, VB, 
bara, AB, 
sex, RG, 
slag, NN, 
sämre, JJ, 
än, KN, 
den, PN, 
som, HP, 
leder, VB, 
tävlingen, NN, 
,, MID, 
Patrick, PM, 
Sheehan, PM, 
., MAD, 
Annars, AB, 
blir, VB, 
det, PN, 
krig, NN, 
,, MID, 
sade, VB, 
Kim, PM, 
., MAD, 
Men, KN, 
politikerna, NN, 
var, VB, 
lite, AB, 
oroliga, JJ, 
före, PP, 
folkomröstningen, NN, 
., MAD, 
En, DT, 
båt, NN, 
har, VB, 
spillt, VB, 
ut, PL, 
oljan, NN, 
., MAD, 
Nu, AB, 
har, VB, 
militären, NN, 
anmält, VB, 
sig, PN, 
själv, JJ, 
., MAD, 
Än, AB, 
vet, VB, 
ingen, DT, 
vem, HP, 
som, HP, 
lade, VB, 
dit, AB, 
bomberna, NN, 
., MAD, 
Ändringarna, NN, 
av, PP, 
skatterna, NN, 
börjar, VB, 
troligen, AB, 
gälla, VB, 
från, PP, 
1, RG, 
januari, NN, 
nästa, JJ, 
år, NN, 
., MAD, 
Val-undersökningarna, NN, 
visar, VB, 
att, SN, 
de, DT, 
flesta, JJ, 
kommer, VB, 
att, IE, 
rösta, VB, 
på, PP, 
honom, PN, 
., MAD, 
Många, PN, 
var, VB, 
ilskna, JJ, 
och, KN, 
tyckte, VB, 
att, SN, 
Ramqvist, PM, 
borde, VB, 
betala, VB, 
tillbaka, PL, 
ännu, AB, 
mer, AB, 
., MAD, 
USAs, PM, 
ledare, NN, 
vill, VB, 
att, SN, 
det, PN, 
ska, VB, 
bli, VB, 
strid, NN, 
utanför, PP, 
staden, NN, 
., MAD, 
Renate, PM, 
Lingors, PM, 
skott, NN, 
gick, VB, 
i, PP, 
mål, NN, 
., MAD, 
I, PP, 
Italien, PM, 
måste, VB, 
alla, DT, 
lagar, NN, 
gälla, VB, 
alla, DT, 
människor, NN, 
., MAD, 
Det, PN, 
betyder, VB, 
att, SN, 
SSU, PM, 
har, VB, 
förlorat, VB, 
var, DT, 
tredje, RO, 
medlem, NN, 
., MAD, 
Bankens, NN, 
datorer, NN, 
fungerade, VB, 
inte, AB, 
., MAD, 
Vi, PN, 
på, PP, 
8, RG, 
SIDOR, NN, 
försöker, VB, 
att, IE, 
vara, VB, 
noggranna, JJ, 
och, KN, 
försiktiga, JJ, 
när, HA, 
vi, PN, 
berättar, VB, 
om, PP, 
kriget, NN, 
., MAD, 
Emma, PM, 
Igelström, PM, 
har, VB, 
tidigare, AB, 
haft, VB, 
ät-störningar, NN, 
., MAD, 
Nya, JJ, 
undersökningar, NN, 
visar, VB, 
att, SN, 
Kerry, PM, 
skulle, VB, 
vinna, VB, 
presidentvalet, NN, 
om, SN, 
det, PN, 
var, VB, 
val, NN, 
just, AB, 
nu, AB, 
., MAD, 
Det, PN, 
var, VB, 
Fyra, RG, 
nyanser, NN, 
av, PP, 
brunt, JJ, 
,, MID, 
Masjävlar, NN, 
och, KN, 
Så, AB, 
som, KN, 
i, PP, 
himmelen, NN, 
., MAD, 
Men, KN, 
nu, AB, 
är, VB, 
de, DT, 
gamla, JJ, 
fienderna, NN, 
på, PP, 
väg, NN, 
att, IE, 
bli, VB, 
vänner, NN, 
., MAD, 
Många, PN, 
är, VB, 
rädda, JJ, 
att, SN, 
bråken, NN, 
mellan, PP, 
irakierna, NN, 
och, KN, 
de, DT, 
utländska, JJ, 
soldaterna, NN, 
nu, AB, 
kommer, VB, 
att, IE, 
bli, VB, 
fler, JJ, 
och, KN, 
våldsammare, JJ, 
., MAD, 
Redan, AB, 
några, DT, 
dagar, NN, 
efter, PP, 
fredsmötet, NN, 
mellan, PP, 
palestinier, NN, 
och, KN, 
israeliska, JJ, 
ledare, NN, 
började, VB, 
Hamas, PM, 
att, IE, 
spränga, VB, 
bomber, NN, 
., MAD, 
Djurgården, PM, 
vann, VB, 
med, PP, 
3-2, RG, 
., MAD, 
Stefan, PM, 
Holm, PM, 
vann, VB, 
guld, NN, 
i, PP, 
höjdhopp, NN, 
och, KN, 
hoppade, VB, 
högre, JJ, 
än, SN, 
han, PN, 
någonsin, AB, 
gjort, VB, 
tidigare, AB, 
., MAD, 
Några, DT, 
minuter, NN, 
senare, AB, 
kom, VB, 
larmet, NN, 
om, PP, 
att, SN, 
även, AB, 
det, DT, 
andra, JJ, 
flygplanet, NN, 
hade, VB, 
störtat, VB, 
., MAD, 
Men, KN, 
många, PN, 
protesterar, VB, 
ändå, AB, 
mot, PP, 
domen, NN, 
., MAD, 
När, HA, 
stormarna, NN, 
och, KN, 
regnen, NN, 
kommer, VB, 
finns, VB, 
det, PN, 
inga, DT, 
träd, NN, 
som, HP, 
kan, VB, 
skydda, VB, 
jorden, NN, 
på, PP, 
bergens, NN, 
sluttningar, NN, 
., MAD, 
Johan, PM, 
Elmander, PM, 
gjorde, VB, 
det, DT, 
andra, JJ, 
svenska, JJ, 
målet, NN, 
., MAD, 
Färjestad, PM, 
spelade, VB, 
mycket, AB, 
bra, AB, 
men, KN, 
Timrås, PM, 
målvakt, NN, 
Kimmo, PM, 
Kapanen, PM, 
var, VB, 
ännu, AB, 
bättre, JJ, 
., MAD, 
Många, JJ, 
gamla, JJ, 
stjärnor, NN, 
har, VB, 
slutat, VB, 
i, PP, 
landslaget, NN, 
och, KN, 
Linnéll, PM, 
satsar, VB, 
på, PP, 
nya, JJ, 
,, MID, 
unga, JJ, 
spelare, NN, 
., MAD, 
Kritiken, NN, 
gäller, VB, 
framför, PP, 
allt, PN, 
utvisningen, NN, 
av, PP, 
två, RG, 
egyptier, NN, 
som, HP, 
misstänktes, VB, 
för, PP, 
terrorism, NN, 
., MAD, 
Djurgården, PM, 
–, MID, 
Södertälje, PM, 
4-2, RG, 
Frölunda, PM, 
–, MID, 
Linköping, PM, 
2-1, RG, 
Luleå-Timrå, PM, 
5-0, RG, 
Malmö-HV71, PM, 
5-1, RG, 
Mora-, NN, 
Färjestad, PM, 
1-1, RG, 
UDs, PM, 
telefonväxel, NN, 
fick, VB, 
ta, VB, 
emot, PL, 
tusentals, AB, 
samtal, NN, 
., MAD, 
Därmed, AB, 
står, VB, 
det, PN, 
2-2, RG, 
i, PP, 
matcher, NN, 
., MAD, 
Den, DT, 
grekiske, JJ, 
anfallaren, NN, 
Charisteas, PM, 
lyckades, VB, 
bättre, AB, 
., MAD, 
Det, PN, 
var, VB, 
den, DT, 
amerikanska, JJ, 
storstjärnan, NN, 
Mia, PM, 
Hamm, PM, 
som, HP, 
passade, VB, 
till, PP, 
målet, NN, 
., MAD, 
Det, PN, 
blir, VB, 
Norge, PM, 
som, HP, 
möter, VB, 
Tyskland, PM, 
i, PP, 
matchen, NN, 
om, PP, 
EM-guldet, NN, 
., MAD, 
Han, PN, 
har, VB, 
vunnit, VB, 
guld, NN, 
i, PP, 
alla, DT, 
sju, RG, 
handikapp-OS, PM, 
som, HP, 
han, PN, 
varit, VB, 
med, PL, 
i, PP, 
., MAD, 
Det, PN, 
är, VB, 
där, AB, 
fångarna, NN, 
har, VB, 
plågats, VB, 
., MAD, 
Poliser, NN, 
och, KN, 
militärer, NN, 
ska, VB, 
stoppa, VB, 
dem, PN, 
som, HP, 
försöker, VB, 
hugga, VB, 
ner, PL, 
träd, NN, 
., MAD, 
Det, PN, 
tycker, VB, 
Sverige, PM, 
också, AB, 
., MAD, 
En, DT, 
svensk, NN, 
är, VB, 
kvar, PL, 
i, PP, 
tennistävlingen, NN, 
Wimbledon, PM, 
i, PP, 
London, PM, 
., MAD, 
Fortsätter, VB, 
de, PN, 
att, IE, 
smälta, VB, 
kan, VB, 
det, PN, 
bli, VB, 
översvämmningar, NN, 
i, PP, 
flera, JJ, 
länder, NN, 
., MAD, 
Soldater, NN, 
från, PP, 
Frankrike, PM, 
,, MID, 
USA, PM, 
och, KN, 
Kanada, PM, 
försöker, VB, 
att, IE, 
få, VB, 
lugn, NN, 
i, PP, 
landet, NN, 
tills, SN, 
FN-soldaterna, NN, 
hinner, VB, 
komma, VB, 
., MAD, 
Irland, PM, 
hade, VB, 
som, KN, 
mål, NN, 
att, SN, 
EU-politikerna, NN, 
skulle, VB, 
komma, VB, 
överens, PL, 
om, PP, 
en, DT, 
grundlag, NN, 
i, PP, 
år, NN, 
., MAD, 
Nu, AB, 
går, VB, 
hon, PN, 
vidare, AB, 
till, PP, 
semifinal, NN, 
., MAD, 
Polisen, NN, 
hittade, VB, 
honom, PN, 
i, PP, 
en, DT, 
skog, NN, 
., MAD, 
Hon, PN, 
menar, VB, 
att, SN, 
det, PN, 
blir, VB, 
lättare, JJ, 
att, IE, 
göra, VB, 
det, PN, 
om, SN, 
hon, PN, 
inte, AB, 
är, VB, 
med, PL, 
i, PP, 
vänsterpartiet, NN, 
., MAD, 
Så, AB, 
här, AB, 
kallt, JJ, 
har, VB, 
det, PN, 
inte, AB, 
varit, VB, 
i, PP, 
början, NN, 
av, PP, 
sommaren, NN, 
sedan, PP, 
år, NN, 
1928, RG, 
., MAD, 
Men, KN, 
det, PN, 
kan, VB, 
vara, VB, 
ännu, AB, 
fler, JJ, 
dödade, PC, 
., MAD, 
De, DT, 
senaste, JJ, 
veckorna, NN, 
har, VB, 
det, PN, 
varit, VB, 
mycket, JJ, 
bråk, NN, 
kring, PP, 
svensken, NN, 
i, PP, 
England, PM, 
., MAD, 
Även, AB, 
herrarna, NN, 
tävlade, VB, 
två, RG, 
gånger, NN, 
., MAD, 
Polisen, NN, 
tror, VB, 
att, SN, 
bomberna, NN, 
har, VB, 
legat, VB, 
i, PP, 
bilar, NN, 
som, HP, 
kört, VB, 
fram, PL, 
till, PP, 
husen, NN, 
., MAD, 
Då, AB, 
är, VB, 
det, PN, 
viktigt, JJ, 
att, SN, 
de, PN, 
vill, VB, 
förändra, VB, 
samma, DT, 
saker, NN, 
., MAD, 
Om, SN, 
ett, DT, 
barn, NN, 
får, VB, 
blåmärken, NN, 
eller, KN, 
skadas, VB, 
på, PP, 
något, DT, 
annat, JJ, 
sätt, NN, 
kan, VB, 
föräldern, NN, 
åtalas, VB, 
för, PP, 
misshandel, NN, 
., MAD, 
Människor, NN, 
som, HP, 
bor, VB, 
i, PP, 
ett, DT, 
EU-land, NN, 
har, VB, 
rätta, NN, 
att, IE, 
flytta, VB, 
och, KN, 
arbeta, VB, 
var, HA, 
de, PN, 
vill, VB, 
i, PP, 
EU, PM, 
., MAD, 
Men, KN, 
Kofi, PM, 
Annan, JJ, 
litar, VB, 
inte, AB, 
på, PP, 
att, SN, 
alla, DT, 
länder, NN, 
håller, VB, 
vad, HP, 
de, PN, 
lovar, VB, 
., MAD, 
Kicki, PM, 
Bengtsson, PM, 
fick, VB, 
priset, NN, 
som, KN, 
årets, NN, 
bästa, JJ, 
back, NN, 
., MAD, 
Det, PN, 
kommer, VB, 
att, IE, 
gå, VB, 
bra, AB, 
för, PP, 
företagen, NN, 
och, KN, 
många, JJ, 
arbetslösa, JJ, 
kommer, VB, 
att, IE, 
få, VB, 
jobb, NN, 
., MAD, 
En, DT, 
15-årig, JJ, 
fotbollsspelare, NN, 
från, PP, 
Norrköping, PM, 
dog, VB, 
i, PP, 
söndags, NN, 
efter, PP, 
en, DT, 
match, NN, 
., MAD, 
Men, KN, 
det, PN, 
är, VB, 
fortfarande, AB, 
oroligt, JJ, 
i, PP, 
landet, NN, 
., MAD, 
USAs, PM, 
ledare, NN, 
tror, VB, 
att, SN, 
motståndet, NN, 
slutar, VB, 
om, SN, 
Saddam, PM, 
Hussein, PM, 
fångas, VB, 
., MAD, 
Nordkorea, PM, 
behöver, VB, 
få, VB, 
stor, JJ, 
hjälp, NN, 
från, PP, 
andra, JJ, 
länder, NN, 
., MAD, 
De, PN, 
såg, VB, 
nervösa, JJ, 
och, KN, 
virriga, JJ, 
ut, AB, 
., MAD, 
Ändå, AB, 
tror, VB, 
DO, PM, 
,, MID, 
Diskriminerings-ombudsmannen, NN, 
,, MID, 
att, SN, 
de, DT, 
flesta, JJ, 
brotten, NN, 
aldrig, AB, 
blir, VB, 
anmälda, PC, 
., MAD, 
Alla, DT, 
svenska, JJ, 
fotbollsälskare, NN, 
kan, VB, 
andas, VB, 
ut, PL, 
., MAD, 
Möblerna, NN, 
började, VB, 
röra, VB, 
på, PP, 
sig, PN, 
och, KN, 
hela, JJ, 
huset, NN, 
gungade, VB, 
., MAD, 
Han, PN, 
har, VB, 
också, AB, 
använt, VB, 
ett, DT, 
kontokort, NN, 
som, HP, 
varit, VB, 
hemligt, JJ, 
för, PP, 
styrelsen, NN, 
., MAD, 
Efter, PP, 
några, DT, 
timmar, NN, 
var, VB, 
faran, NN, 
över, PL, 
., MAD, 
De, PN, 
vill, VB, 
ge, VB, 
FNs, PM, 
vapenexperter, NN, 
mer, JJ, 
tid, NN, 
att, IE, 
undersöka, VB, 
om, SN, 
Irak, PM, 
har, VB, 
förbjudna, PC, 
vapen, NN, 
., MAD, 
Azerbajdzjan, PM, 
ligger, VB, 
mellan, PP, 
Svarta, JJ, 
havet, NN, 
och, KN, 
Kaspiska, JJ, 
havet, NN, 
., MAD, 
Han, PN, 
tävlar, VB, 
i, PP, 
USA, PM, 
och, KN, 
där, HA, 
han, PN, 
har, VB, 
blivit, VB, 
en, DT, 
stjärna, NN, 
., MAD, 
En, DT, 
specialtränad, PC, 
jägare, NN, 
dödade, VB, 
björnen, NN, 
i, PP, 
tisdags, NN, 
., MAD, 
Han, PN, 
har, VB, 
träffat, VB, 
ledarna, NN, 
för, PP, 
EU-länderna, NN, 
och, KN, 
pratat, VB, 
mycket, AB, 
om, PP, 
samarbete, NN, 
., MAD, 
Han, PN, 
har, VB, 
berättat, VB, 
att, SN, 
höften, NN, 
måste, VB, 
opereras, VB, 
,, MID, 
men, KN, 
han, PN, 
har, VB, 
inte, AB, 
velat, VB, 
säga, VB, 
när, HA, 
., MAD, 
I, PP, 
dag, NN, 
,, MID, 
fredag, NN, 
,, MID, 
börjar, VB, 
en, DT, 
rättegång, NN, 
om, PP, 
två, RG, 
mord, NN, 
som, HP, 
hände, VB, 
för, PP, 
15, RG, 
år, NN, 
sedan, AB, 
., MAD, 
Det, PN, 
beror, VB, 
på, PP, 
att, SN, 
de, PN, 
har, VB, 
svårt, AB, 
att, IE, 
klara, VB, 
sig, PN, 
på, PP, 
landsbygden, NN, 
., MAD, 
Det, PN, 
är, VB, 
inte, AB, 
det, DT, 
riktiga, JJ, 
landslaget, NN, 
som, HP, 
spelar, VB, 
i, PP, 
OS, PM, 
I, PP, 
OS, PM, 
får, VB, 
bara, AB, 
spelare, NN, 
som, HP, 
är, VB, 
under, PP, 
21, RG, 
år, NN, 
vara, VB, 
med, PL, 
., MAD, 
De, DT, 
flesta, JJ, 
av, PP, 
de, PN, 
som, HP, 
dog, VB, 
var, VB, 
poliser, NN, 
., MAD, 
Det, PN, 
betydde, VB, 
SM, PM, 
–, PP, 
guld, NN, 
efter, PP, 
3-1, RG, 
i, PP, 
matcher, NN, 
., MAD, 
Ingen, PN, 
vet, VB, 
ännu, AB, 
säkert, AB, 
vilka, HP, 
som, HP, 
sprängde, VB, 
bomberna, NN, 
., MAD, 
Justjenko, NN, 
är, VB, 
en, DT, 
populär, JJ, 
politiker, NN, 
som, HP, 
ofta, AB, 
kritiserar, VB, 
regeringen, NN, 
., MAD, 
De, DT, 
båda, JJ, 
männen, NN, 
är, VB, 
gripna, PC, 
igen, AB, 
., MAD, 
Danskarna, NN, 
förlorade, VB, 
på, PP, 
söndagen, NN, 
mot, PP, 
Tjeckien, PM, 
med, PP, 
0, RG, 
–, NN, 
3, RG, 
., MAD, 
Han, PN, 
säger, VB, 
att, SN, 
de, PN, 
som, HP, 
protesterar, VB, 
är, VB, 
brottslingar, NN, 
som, HP, 
vill, VB, 
ta, VB, 
makten, NN, 
med, PP, 
våld, NN, 
., MAD, 
Ubåten, NN, 
ska, VB, 
undersöka, VB, 
Prestige, NN, 
för, PP, 
att, IE, 
försöka, VB, 
stoppa, VB, 
oljan, NN, 
., MAD, 
Två, RG, 
mål, NN, 
gjorde, VB, 
han, PN, 
själv, JJ, 
., MAD, 
Alla, PN, 
var, VB, 
rädda, JJ, 
för, PP, 
att, SN, 
flygplanet, NN, 
skulle, VB, 
anfalla, VB, 
någon, DT, 
viktig, JJ, 
byggnad, NN, 
., MAD, 
Ryssland, PM, 
och, KN, 
Sverige, PM, 
är, VB, 
de, DT, 
två, RG, 
bästa, JJ, 
lagen, NN, 
i, PP, 
VM, PM, 
., MAD, 
Bara, AB, 
det, DT, 
bästa, JJ, 
laget, NN, 
kan, VB, 
vara, VB, 
säkert, JJ, 
på, PP, 
att, IE, 
få, VB, 
spela, VB, 
VM, PM, 
i, PP, 
Tyskland, PM, 
om, PP, 
två, RG, 
år, NN, 
., MAD, 
Några, PN, 
tror, VB, 
att, SN, 
USA, PM, 
har, VB, 
låtit, VB, 
honom, PN, 
fly, VB, 
när, HA, 
han, PN, 
lovade, VB, 
att, IE, 
ge, VB, 
upp, PL, 
., MAD, 
FNs, PM, 
experter, NN, 
har, VB, 
bara, AB, 
dystra, JJ, 
nyheter, NN, 
., MAD, 
I, PP, 
kylan, NN, 
går, VB, 
det, PN, 
år, NN, 
mer, AB, 
el, NN, 
än, KN, 
vanligt, JJ, 
., MAD, 
Poliserna, NN, 
i, PP, 
Sverige, PM, 
har, VB, 
bett, VB, 
om, PP, 
hjälp, NN, 
av, PP, 
poliser, NN, 
i, PP, 
andra, JJ, 
länder, NN, 
., MAD, 
Amerikanska, JJ, 
eller, KN, 
engelska, JJ, 
röster, NN, 
tas, VB, 
bort, PL, 
och, KN, 
i, PP, 
stället, NN, 
läggs, VB, 
röster, NN, 
med, PP, 
det, DT, 
egna, JJ, 
språket, NN, 
på, PP, 
., MAD, 
Jordbävningen, NN, 
varade, VB, 
i, PP, 
några, DT, 
minuter, NN, 
i, PP, 
onsdags, NN, 
kväll, NN, 
., MAD, 
Den, DT, 
brittiska, JJ, 
riksdagen, NN, 
har, VB, 
två, RG, 
delar, NN, 
., MAD, 
Sverige, PM, 
har, VB, 
ändå, AB, 
en, DT, 
bra, JJ, 
chans, NN, 
i, PP, 
finalen, NN, 
., MAD, 
Den, DT, 
svenska, JJ, 
regeringen, NN, 
har, VB, 
bett, VB, 
USA, PM, 
att, IE, 
släppa, VB, 
fången, NN, 
., MAD, 
–, MID, 
Vi, PN, 
har, VB, 
identifierat, VB, 
ett, DT, 
20-tal, NN, 
flickor, NN, 
., MAD, 
Han, PN, 
har, VB, 
varit, VB, 
president, NN, 
i, PP, 
tolv, RG, 
år, NN, 
., MAD, 
Ombord, AB, 
på, PP, 
flygplanet, NN, 
fanns, VB, 
över, AB, 
250, RG, 
israeler, NN, 
., MAD, 
Spanien, PM, 
blev, VB, 
det, DT, 
första, RO, 
landet, NN, 
som, HP, 
hade, VB, 
folkomröstning, NN, 
om, PP, 
den, DT, 
nya, JJ, 
grundlagen, NN, 
., MAD, 
Det, PN, 
är, VB, 
andra, JJ, 
gången, NN, 
på, PP, 
några, DT, 
dagar, NN, 
terrorister, NN, 
sprängt, VB, 
bomber, NN, 
i, PP, 
Istanbul, PM, 
., MAD, 
Många, JJ, 
miljoner, NN, 
människor, NN, 
dog, VB, 
i, PP, 
kriget, NN, 
., MAD, 
JO, IN, 
säger, VB, 
att, SN, 
det, PN, 
var, VB, 
olagligt, JJ, 
att, IE, 
behandla, VB, 
de, DT, 
båda, JJ, 
fångarna, NN, 
på, PP, 
det, DT, 
sättet, NN, 
., MAD, 
Han, PN, 
tyckte, VB, 
illa, AB, 
om, PP, 
homosexuella, JJ, 
., MAD, 
Men, KN, 
det, PN, 
hjälpte, VB, 
inte, AB, 
., MAD, 
Alla, DT, 
fångarna, NN, 
är, VB, 
gripna, PC, 
igen, AB, 
., MAD, 
–, MID, 
Det, PN, 
är, VB, 
väldigt, AB, 
viktigt, JJ, 
att, SN, 
domstolen, NN, 
säger, VB, 
så, AB, 
här, AB, 
., MAD, 
Idag, AB, 
är, VB, 
Tjetjenien, PM, 
en, DT, 
del, NN, 
av, PP, 
Ryssland, PM, 
., MAD, 
Tre, RG, 
personer, NN, 
har, VB, 
dött, VB, 
i, PP, 
röjningsarbetet, NN, 
efter, PP, 
stormen, NN, 
., MAD, 
Partiledaren, NN, 
Mogens, PM, 
Lykketoft, PM, 
säger, VB, 
att, SN, 
det, PN, 
är, VB, 
hans, PS, 
fel, NN, 
., MAD, 
Men, KN, 
jag, PN, 
tror, VB, 
ändå, AB, 
inte, AB, 
att, SN, 
det, PN, 
är, VB, 
vanligt, JJ, 
att, SN, 
USAs, PM, 
soldater, NN, 
gör, VB, 
så, AB, 
här, AB, 
,, MID, 
säger, VB, 
Hans, PM, 
Zettermark, PM, 
på, PP, 
försvarshögskolan, NN, 
till, PP, 
tidningen, NN, 
Dagens, NN, 
Nyheter, PM, 
., MAD, 
Troligen, AB, 
får, VB, 
spelarna, NN, 
i, PP, 
klubben, NN, 
sänkt, PC, 
lön, NN, 
., MAD, 
Ingen, PN, 
vet, VB, 
vad, HP, 
som, HP, 
kommer, VB, 
att, IE, 
hända, VB, 
i, PP, 
Haiti, PM, 
nu, AB, 
., MAD, 
Men, KN, 
planen, NN, 
har, VB, 
ännu, AB, 
inte, AB, 
fungerat, VB, 
., MAD, 
Laget, NN, 
vann, VB, 
den, DT, 
avgörande, PC, 
finalmatchen, NN, 
mot, PP, 
Färjestad, PM, 
med, PP, 
1-0, RG, 
., MAD, 
Exakt, AB, 
hur, HA, 
reglerna, NN, 
ska, VB, 
se, VB, 
ut, PL, 
är, VB, 
inte, AB, 
klart, JJ, 
än, KN, 
., MAD, 
Böckerna, NN, 
är, VB, 
värda, JJ, 
miljontals, NN, 
kronor, NN, 
., MAD, 
Natten, NN, 
till, PP, 
onsdagen, NN, 
kom, VB, 
kistorna, NN, 
med, PP, 
sex, RG, 
av, PP, 
de, DT, 
svenskar, NN, 
som, HP, 
dödades, VB, 
i, PP, 
katastrofen, NN, 
i, PP, 
Asien, PM, 
till, PP, 
Arlanda, PM, 
., MAD, 
De, PN, 
tror, VB, 
också, AB, 
att, SN, 
det, PN, 
fuskades, VB, 
., MAD, 
Det, PN, 
var, VB, 
en, DT, 
viktig, JJ, 
seger, NN, 
inför, PP, 
OS, PM, 
i, PP, 
sommar, NN, 
,, MID, 
sade, VB, 
lagledaren, NN, 
Marika, PM, 
Domanski, PM, 
Lyfors, PM, 
till, PP, 
tidningen, NN, 
Aftonbladet, PM, 
., MAD, 
Vattnet, NN, 
har, VB, 
forsat, VB, 
in, PL, 
i, PP, 
husens, NN, 
källare, NN, 
., MAD, 
Då, AB, 
möttes, VB, 
Sverige, PM, 
och, KN, 
Grekland, PM, 
i, PP, 
en, DT, 
träningsmatch, NN, 
i, PP, 
Norrköping, PM, 
., MAD, 
Förslaget, NN, 
säger, VB, 
att, SN, 
EU-länderna, NN, 
måste, VB, 
försvara, VB, 
varandra, PN, 
., MAD, 
Pinochet, PM, 
själv, JJ, 
säger, VB, 
att, SN, 
han, PN, 
inte, AB, 
har, VB, 
gjort, VB, 
något, DT, 
brott, NN, 
., MAD, 
Adressen, NN, 
är, VB, 
:, MID, 
8sidor@8sidor.se, NN, 
De, PN, 
har, VB, 
brutit, VB, 
mot, PP, 
landslagets, NN, 
regler, NN, 
och, KN, 
skadat, VB, 
svensk, JJ, 
ishockey, NN, 
,, MID, 
säger, VB, 
förbundets, NN, 
ledare, NN, 
., MAD, 
–, VB, 
Efter, PP, 
EM, PM, 
ska, VB, 
alla, PN, 
veta, VB, 
vem, HP, 
jag, PN, 
är, VB, 
., MAD, 
Men, KN, 
han, PN, 
lyckades, VB, 
inte, AB, 
döda, VB, 
björnen, NN, 
., MAD, 
Fridolin, PM, 
och, KN, 
Batzler, PM, 
säger, VB, 
att, SN, 
militären, NN, 
bland, PP, 
annat, PN, 
sköt, VB, 
med, PP, 
gummikulor, NN, 
och, KN, 
använde, VB, 
tårgas-granater, NN, 
mot, PP, 
demonstranterna, NN, 
., MAD, 
Den, DT, 
stora, JJ, 
ishockey-serien, NN, 
i, PP, 
Nordamerika, PM, 
ställs, VB, 
in, PL, 
., MAD, 
Föreningen, NN, 
har, VB, 
sagt, VB, 
att, SN, 
de, PN, 
stöder, VB, 
en, DT, 
del, NN, 
terroristgrupper, NN, 
., MAD, 
Innan, SN, 
valdagen, NN, 
har, VB, 
det, PN, 
varit, VB, 
en, DT, 
hel, JJ, 
del, NN, 
våld, NN, 
i, PP, 
Zimbabwe, PM, 
., MAD, 
Fyra, RG, 
av, PP, 
tio, RG, 
patienter, NN, 
väntar, VB, 
i, PP, 
kö, NN, 
i, PP, 
mer, AB, 
än, KN, 
fyra, RG, 
månader, NN, 
., MAD, 
I, PP, 
fjorton, RG, 
år, NN, 
har, VB, 
det, PN, 
varit, VB, 
krig, NN, 
i, PP, 
landet, NN, 
Liberia, PM, 
i, PP, 
Afrika, PM, 
., MAD, 
Flera, JJ, 
andra, JJ, 
politiker, NN, 
håller, VB, 
med, PL, 
honom, PN, 
., MAD, 
Flera, JJ, 
länder, NN, 
i, PP, 
Europa, PM, 
har, VB, 
nu, AB, 
lagar, NN, 
som, HP, 
förbjuder, VB, 
föräldrar, NN, 
att, IE, 
slå, VB, 
sina, PS, 
barn, NN, 
., MAD, 
Stockholms, PM, 
tingsrätt, NN, 
ska, VB, 
om, PP, 
två, RG, 
veckor, NN, 
bestämma, VB, 
om, SN, 
han, PN, 
har, VB, 
rätt, NN, 
till, PP, 
mer, JJ, 
pengar, NN, 
., MAD, 
Det, PN, 
är, VB, 
